state,district,city_or_zone,offence,fine_amount,fine_range_min,fine_range_max,mv_act_section,vehicle_type,enforcement_type,source_url,source_type,last_verified_date
Tamil Nadu,Coimbatore,Coimbatore South,Overspeeding (MMV),2000,2000,2000,183,MMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Driving without licence,5000,5000,5000,181,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,No insurance,2000,2000,2000,196,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Drunk driving (1st offence),10000,10000,10000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Drunk driving (repeat offence),15000,15000,15000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,No seat belt,1000,1000,1000,194B,LMV,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Using mobile while driving (1st),1000,1000,1000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Using mobile while driving (repeat),10000,10000,10000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Wrong parking,500,500,1500,122/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Triple riding,1000,1000,1000,128/177,Two-wheeler,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,No PUC certificate,10000,1000,10000,190(2),All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Rash driving (1st offence),1000,1000,5000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Rash driving (repeat offence),10000,5000,10000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Driving without registration,5000,2000,5000,192,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Overloading passengers,1000,1000,2000,194A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Loud/illegal horn,1000,500,1000,190(2)/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Obstructing emergency vehicle,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Illegal automobile race (1st),5000,5000,5000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Illegal automobile race (repeat),10000,10000,10000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Minor driving (guardian liable),25000,25000,25000,199A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Overloading of goods vehicle,20000,2000,20000,194(1),HMV/Truck,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,No reflector/light on vehicle,500,500,500,177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Coimbatore South,Not giving way to ambulance,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,No helmet,1000,1000,1000,129/177,Two-wheeler,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Signal jumping,1000,1000,1000,119/177,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Overspeeding (LMV),1000,1000,2000,183,LMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Overspeeding (MMV),2000,2000,2000,183,MMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Driving without licence,5000,5000,5000,181,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,No insurance,2000,2000,2000,196,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Drunk driving (1st offence),10000,10000,10000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Drunk driving (repeat offence),15000,15000,15000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,No seat belt,1000,1000,1000,194B,LMV,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Using mobile while driving (1st),1000,1000,1000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Using mobile while driving (repeat),10000,10000,10000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Wrong parking,500,500,1500,122/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Triple riding,1000,1000,1000,128/177,Two-wheeler,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,No PUC certificate,10000,1000,10000,190(2),All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Rash driving (1st offence),1000,1000,5000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Rash driving (repeat offence),10000,5000,10000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Driving without registration,5000,2000,5000,192,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Overloading passengers,1000,1000,2000,194A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Loud/illegal horn,1000,500,1000,190(2)/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Obstructing emergency vehicle,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Illegal automobile race (1st),5000,5000,5000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Illegal automobile race (repeat),10000,10000,10000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Minor driving (guardian liable),25000,25000,25000,199A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Overloading of goods vehicle,20000,2000,20000,194(1),HMV/Truck,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,No reflector/light on vehicle,500,500,500,177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Kinathukadavu,Not giving way to ambulance,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,No helmet,1000,1000,1000,129/177,Two-wheeler,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Signal jumping,1000,1000,1000,119/177,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Overspeeding (LMV),1000,1000,2000,183,LMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Overspeeding (MMV),2000,2000,2000,183,MMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Driving without licence,5000,5000,5000,181,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,No insurance,2000,2000,2000,196,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Drunk driving (1st offence),10000,10000,10000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Drunk driving (repeat offence),15000,15000,15000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,No seat belt,1000,1000,1000,194B,LMV,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Using mobile while driving (1st),1000,1000,1000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Using mobile while driving (repeat),10000,10000,10000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Wrong parking,500,500,1500,122/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Triple riding,1000,1000,1000,128/177,Two-wheeler,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,No PUC certificate,10000,1000,10000,190(2),All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Rash driving (1st offence),1000,1000,5000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Rash driving (repeat offence),10000,5000,10000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Driving without registration,5000,2000,5000,192,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Overloading passengers,1000,1000,2000,194A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Loud/illegal horn,1000,500,1000,190(2)/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Obstructing emergency vehicle,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Illegal automobile race (1st),5000,5000,5000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Illegal automobile race (repeat),10000,10000,10000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Minor driving (guardian liable),25000,25000,25000,199A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Overloading of goods vehicle,20000,2000,20000,194(1),HMV/Truck,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,No reflector/light on vehicle,500,500,500,177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Madukkarai,Not giving way to ambulance,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,No helmet,1000,1000,1000,129/177,Two-wheeler,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Signal jumping,1000,1000,1000,119/177,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Overspeeding (LMV),1000,1000,2000,183,LMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Overspeeding (MMV),2000,2000,2000,183,MMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Driving without licence,5000,5000,5000,181,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,No insurance,2000,2000,2000,196,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Drunk driving (1st offence),10000,10000,10000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Drunk driving (repeat offence),15000,15000,15000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,No seat belt,1000,1000,1000,194B,LMV,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Using mobile while driving (1st),1000,1000,1000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Using mobile while driving (repeat),10000,10000,10000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Wrong parking,500,500,1500,122/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Triple riding,1000,1000,1000,128/177,Two-wheeler,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,No PUC certificate,10000,1000,10000,190(2),All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Rash driving (1st offence),1000,1000,5000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Rash driving (repeat offence),10000,5000,10000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Driving without registration,5000,2000,5000,192,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Overloading passengers,1000,1000,2000,194A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Loud/illegal horn,1000,500,1000,190(2)/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Obstructing emergency vehicle,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Illegal automobile race (1st),5000,5000,5000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Illegal automobile race (repeat),10000,10000,10000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Minor driving (guardian liable),25000,25000,25000,199A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Overloading of goods vehicle,20000,2000,20000,194(1),HMV/Truck,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,No reflector/light on vehicle,500,500,500,177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Mettupalayam,Not giving way to ambulance,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,No helmet,1000,1000,1000,129/177,Two-wheeler,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Signal jumping,1000,1000,1000,119/177,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Overspeeding (LMV),1000,1000,2000,183,LMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Overspeeding (MMV),2000,2000,2000,183,MMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Driving without licence,5000,5000,5000,181,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,No insurance,2000,2000,2000,196,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Drunk driving (1st offence),10000,10000,10000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Drunk driving (repeat offence),15000,15000,15000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,No seat belt,1000,1000,1000,194B,LMV,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Using mobile while driving (1st),1000,1000,1000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Using mobile while driving (repeat),10000,10000,10000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Wrong parking,500,500,1500,122/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Triple riding,1000,1000,1000,128/177,Two-wheeler,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,No PUC certificate,10000,1000,10000,190(2),All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Rash driving (1st offence),1000,1000,5000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Rash driving (repeat offence),10000,5000,10000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Driving without registration,5000,2000,5000,192,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Overloading passengers,1000,1000,2000,194A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Loud/illegal horn,1000,500,1000,190(2)/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Obstructing emergency vehicle,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Illegal automobile race (1st),5000,5000,5000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Illegal automobile race (repeat),10000,10000,10000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Minor driving (guardian liable),25000,25000,25000,199A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Overloading of goods vehicle,20000,2000,20000,194(1),HMV/Truck,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,No reflector/light on vehicle,500,500,500,177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Perur,Not giving way to ambulance,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,No helmet,1000,1000,1000,129/177,Two-wheeler,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Signal jumping,1000,1000,1000,119/177,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Overspeeding (LMV),1000,1000,2000,183,LMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Overspeeding (MMV),2000,2000,2000,183,MMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Driving without licence,5000,5000,5000,181,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,No insurance,2000,2000,2000,196,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Drunk driving (1st offence),10000,10000,10000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Drunk driving (repeat offence),15000,15000,15000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,No seat belt,1000,1000,1000,194B,LMV,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Using mobile while driving (1st),1000,1000,1000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Using mobile while driving (repeat),10000,10000,10000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Wrong parking,500,500,1500,122/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Triple riding,1000,1000,1000,128/177,Two-wheeler,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,No PUC certificate,10000,1000,10000,190(2),All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Rash driving (1st offence),1000,1000,5000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Rash driving (repeat offence),10000,5000,10000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Driving without registration,5000,2000,5000,192,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Overloading passengers,1000,1000,2000,194A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Loud/illegal horn,1000,500,1000,190(2)/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Obstructing emergency vehicle,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Illegal automobile race (1st),5000,5000,5000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Illegal automobile race (repeat),10000,10000,10000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Minor driving (guardian liable),25000,25000,25000,199A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Overloading of goods vehicle,20000,2000,20000,194(1),HMV/Truck,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,No reflector/light on vehicle,500,500,500,177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Pollachi,Not giving way to ambulance,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,No helmet,1000,1000,1000,129/177,Two-wheeler,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Signal jumping,1000,1000,1000,119/177,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Overspeeding (LMV),1000,1000,2000,183,LMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Overspeeding (MMV),2000,2000,2000,183,MMV,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Driving without licence,5000,5000,5000,181,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,No insurance,2000,2000,2000,196,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Drunk driving (1st offence),10000,10000,10000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Drunk driving (repeat offence),15000,15000,15000,185,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,No seat belt,1000,1000,1000,194B,LMV,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Using mobile while driving (1st),1000,1000,1000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Using mobile while driving (repeat),10000,10000,10000,184,All vehicles,AI camera + patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Wrong parking,500,500,1500,122/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Triple riding,1000,1000,1000,128/177,Two-wheeler,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,No PUC certificate,10000,1000,10000,190(2),All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Rash driving (1st offence),1000,1000,5000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Rash driving (repeat offence),10000,5000,10000,184,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Driving without registration,5000,2000,5000,192,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Overloading passengers,1000,1000,2000,194A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Loud/illegal horn,1000,500,1000,190(2)/177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Obstructing emergency vehicle,10000,10000,10000,194E,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Illegal automobile race (1st),5000,5000,5000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Illegal automobile race (repeat),10000,10000,10000,189,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Minor driving (guardian liable),25000,25000,25000,199A,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,Overloading of goods vehicle,20000,2000,20000,194(1),HMV/Truck,Patrol,https://tnpolice.gov.in,official,2026-05-24
Tamil Nadu,Coimbatore,Sulur,No reflector/light on vehicle,500,500,500,177,All vehicles,Patrol,https://tnpolice.gov.in,official,2026-05-24
